PLACE,poverty_1970,poverty_1980,poverty_1990,poverty_2000,povertyrate_1970,povertyrate_1980,povertyrate_1990,povertyrate_2000
Columbia city,7433,8802,13195,14670,12.64029657846405,14.182820128583169,19.095237406115686,17.35457997657664
