PLACE,white_1970,white_1980,white_1990,white_2000,white_2010,white_2020,black_1970,black_1980,black_1990,black_2000,black_2010,black_2020,indian_native_1970,indian_native_1980,indian_native_1990,indian_native_2000,indian_native_2010,indian_native_2020,asian_pacific_1970,asian_pacific_1980,asian_pacific_1990,asian_pacific_2000,asian_pacific_2010,asian_pacific_2020
Columbia city,54157,54719,58830,68923,85742,91516,3863,5440,6859,9173,12217,15038,53,112,231,331,362,398,731,1265,3181,4350,6852,9907
